fecha,id_transaccion,dia_semana,categoria_servicio,producto_servicio,canal_venta,vendedor,region,segmento_cliente,nombre_cliente,unidades,precio_unitario,ventas_semana_actual,costo_total,margen_bruto,margen_bruto_pct,ventas_semana_anterior,variacion_pct
2025-04-22,TC-2025-10125,Tuesday,Implementación BI,Dashboard Ejecutivo Custom,Partner,Diego López,Guatemala,Enterprise,Supermercados Unidos,8,8404.01,67232.08,25360.16,41871.92,62.28,78303.85,-14.14
2025-04-23,TC-2025-10126,Wednesday,Análisis Predictivo,Modelo de Churn Prediction,Digital,Carlos Rodríguez,México,Enterprise,Telecomunicaciones del Sur,5,17273.88,86369.4,27363.7,59005.7,68.32,74352.46,16.16
2025-04-24,TC-2025-10127,Thursday,Soporte & Mantenimiento,SLA Estándar,Digital,Valentina Torres,Costa Rica,Gobierno,Ministerio de Hacienda SV,3,1785.94,5357.82,1826.13,3531.69,65.92,4853.54,10.39
2025-04-21,TC-2025-10128,Monday,Implementación BI,Looker Studio Pro,Referidos,Sofía Hernández,Colombia,Mid Market,Educativa Futuro,3,12707.41,38122.23,12544.47,25577.76,67.09,44111.93,-13.58
2025-04-27,TC-2025-10129,Sunday,Capacitación Tech,Bootcamp Data Science,Partner,María Pérez,El Salvador,Enterprise,Corporación Retail Max,3,4700.89,14102.67,4197.24,9905.43,70.24,14603.44,-3.43
2025-04-21,TC-2025-10130,Monday,Consultoría de Datos,Data Quality Framework,Directo,Roberto Morales,El Salvador,Enterprise,Constructora Progreso,2,6559.84,13119.68,3899.9,9219.78,70.27,12217.93,7.38
2025-04-22,TC-2025-10131,Tuesday,Análisis Predictivo,Detección de Anomalías,Directo,Roberto Morales,El Salvador,Mid Market,Cooperativa Agrícola Sur,4,10766.23,43064.92,18073.68,24991.24,58.03,37588.47,14.57
2025-04-27,TC-2025-10132,Sunday,Implementación BI,Data Warehouse Setup,Partner,Ana Martínez,Colombia,Mid Market,Hotel Cadena Pacífico,4,16521.62,66086.48,28278.76,37807.72,57.21,71150.33,-7.12
2025-04-26,TC-2025-10133,Saturday,Capacitación Tech,Workshop SQL Avanzado,Digital,Carlos Rodríguez,Guatemala,SMB,PyME Tech,2,1656.04,3312.08,1054.48,2257.6,68.16,3326.31,-0.43
2025-04-26,TC-2025-10134,Saturday,Análisis Predictivo,Scoring de Crédito,Referidos,Sofía Hernández,México,Enterprise,Grupo Financiero Pacífico,8,19190.85,153526.8,47406.96,106119.84,69.12,127127.47,20.77
2025-04-23,TC-2025-10135,Wednesday,Capacitación Tech,Workshop Power BI Avanzado,Directo,Camila Jiménez,Guatemala,Mid Market,Importadora Centroam,1,2433.17,2433.17,617.87,1815.3,74.61,2451.02,-0.73
2025-04-24,TC-2025-10136,Thursday,Capacitación Tech,Workshop SQL Avanzado,Directo,Valentina Torres,Colombia,Mid Market,Importadora Centroam,3,2109.81,6329.43,1619.01,4710.42,74.42,6522.6,-2.96
2025-04-27,TC-2025-10137,Sunday,Soporte & Mantenimiento,Soporte Técnico On-site,Directo,Valentina Torres,El Salvador,Mid Market,Fintech Innova,2,2922.2,5844.4,1903.94,3940.46,67.42,5292.93,10.42
2025-04-24,TC-2025-10138,Thursday,Análisis Predictivo,Segmentación de Clientes IA,Partner,Luis Ramírez,Colombia,Enterprise,Energía Renovable SA,2,13176.53,26353.06,9805.88,16547.18,62.79,23336.81,12.92
2025-04-22,TC-2025-10139,Tuesday,Implementación BI,Power BI Enterprise,Directo,Sofía Hernández,México,Mid Market,Distribuidora El Pino,4,11130.5,44522.0,17870.56,26651.44,59.86,51105.51,-12.88
2025-04-23,TC-2025-10140,Wednesday,Implementación BI,Dashboard Ejecutivo Custom,Referidos,Luis Ramírez,El Salvador,Enterprise,Energía Renovable SA,5,9758.54,48792.7,15683.35,33109.35,67.86,53871.09,-9.43
2025-04-24,TC-2025-10141,Thursday,Implementación BI,Looker Studio Pro,Directo,Luis Ramírez,El Salvador,SMB,Academia Digital SV,1,10543.86,10543.86,4038.91,6504.95,61.69,11487.06,-8.21
2025-04-24,TC-2025-10142,Thursday,Soporte & Mantenimiento,Dashboard Maintenance,Digital,Sofía Hernández,Costa Rica,Enterprise,Grupo Financiero Pacífico,3,1724.41,5173.23,1516.56,3656.67,70.68,4691.3,10.27
2025-04-27,TC-2025-10143,Sunday,Capacitación Tech,Workshop SQL Avanzado,Digital,María Pérez,Colombia,Mid Market,Manufactura Tica,2,1968.38,3936.76,1153.84,2782.92,70.69,4147.93,-5.09
2025-04-21,TC-2025-10144,Monday,Capacitación Tech,Certificación BI Analista,Directo,Diego López,Costa Rica,SMB,Eventos Premium CO,2,3347.86,6695.72,1879.72,4816.0,71.93,7238.18,-7.49
2025-04-24,TC-2025-10145,Thursday,Análisis Predictivo,Detección de Anomalías,Referidos,Luis Ramírez,El Salvador,Mid Market,Agroexport SA,4,12960.52,51842.08,16399.68,35442.4,68.37,48487.26,6.92
2025-04-22,TC-2025-10146,Tuesday,Análisis Predictivo,Scoring de Crédito,Partner,Camila Jiménez,México,Enterprise,Supermercados Unidos,8,19303.01,154424.08,50648.0,103776.08,67.2,143106.0,7.91
2025-04-25,TC-2025-10147,Friday,Consultoría de Datos,Data Strategy & Roadmap,Partner,Diego López,Guatemala,Enterprise,Energía Renovable SA,4,9637.13,38548.52,12289.24,26259.28,68.12,36464.37,5.72
2025-04-25,TC-2025-10148,Friday,Análisis Predictivo,Forecasting de Ventas ML,Partner,Sofía Hernández,México,Enterprise,Supermercados Unidos,3,12573.36,37720.08,15910.71,21809.37,57.82,34909.77,8.05
2025-04-26,TC-2025-10149,Saturday,Implementación BI,Data Warehouse Setup,Directo,Roberto Morales,Colombia,Enterprise,Aseguradora Continental,3,20536.62,61609.86,21311.73,40298.13,65.41,69208.77,-10.98
2025-04-24,TC-2025-10150,Thursday,Análisis Predictivo,Detección de Anomalías,Directo,Valentina Torres,Costa Rica,Mid Market,Manufactura Tica,1,12495.72,12495.72,4159.29,8336.43,66.71,10719.15,16.57
2025-04-22,TC-2025-10151,Tuesday,Análisis Predictivo,Segmentación de Clientes IA,Partner,Andrés García,Guatemala,SMB,Tienda Electrónica SV,2,12413.93,24827.86,8620.3,16207.56,65.28,20697.33,19.96
2025-04-24,TC-2025-10152,Thursday,Consultoría de Datos,Arquitectura de Datos,Directo,Valentina Torres,El Salvador,Enterprise,Supermercados Unidos,3,10753.01,32259.03,11495.19,20763.84,64.37,31367.62,2.84
2025-04-23,TC-2025-10153,Wednesday,Soporte & Mantenimiento,Dashboard Maintenance,Directo,Luis Ramírez,El Salvador,Gobierno,Dirección General de Aduanas,2,1330.43,2660.86,1092.66,1568.2,58.94,2585.61,2.91
2025-04-23,TC-2025-10154,Wednesday,Soporte & Mantenimiento,SLA Estándar,Partner,Roberto Morales,El Salvador,Enterprise,Constructora Progreso,6,1588.42,9530.52,3486.36,6044.16,63.42,8710.98,9.41
2025-04-22,TC-2025-10155,Tuesday,Implementación BI,Looker Studio Pro,Digital,Roberto Morales,Guatemala,Mid Market,Agroexport SA,3,11505.64,34516.92,11740.23,22776.69,65.99,37956.51,-9.06
2025-04-24,TC-2025-10156,Thursday,Capacitación Tech,Workshop SQL Avanzado,Digital,Sofía Hernández,México,Mid Market,Clínica Santa Rosa,3,2013.24,6039.72,1578.3,4461.42,73.87,6663.81,-9.37
2025-04-26,TC-2025-10157,Saturday,Capacitación Tech,Workshop Python Analytics,Partner,Ana Martínez,Guatemala,Enterprise,Telecomunicaciones del Sur,4,2802.97,11211.88,3009.28,8202.6,73.16,10909.4,2.77
2025-04-25,TC-2025-10158,Friday,Soporte & Mantenimiento,SLA Estándar,Directo,Roberto Morales,México,Enterprise,Aseguradora Continental,4,1857.95,7431.8,2483.84,4947.96,66.58,7203.62,3.17
2025-04-23,TC-2025-10159,Wednesday,Análisis Predictivo,Scoring de Crédito,Digital,Valentina Torres,Guatemala,SMB,PyME Tech,1,17474.7,17474.7,6159.9,11314.8,64.75,15573.67,12.21
2025-04-26,TC-2025-10160,Saturday,Soporte & Mantenimiento,Soporte Técnico On-site,Partner,Sofía Hernández,Colombia,Mid Market,Agroexport SA,4,2588.13,10352.52,4033.36,6319.16,61.04,9297.68,11.35
2025-04-24,TC-2025-10161,Thursday,Soporte & Mantenimiento,SLA Premium 24/7,Directo,Valentina Torres,Guatemala,Mid Market,Agencia Digital Norte,4,3996.46,15985.84,4981.12,11004.72,68.84,14433.27,10.76
2025-04-22,TC-2025-10162,Tuesday,Consultoría de Datos,Data Governance Assessment,Partner,Valentina Torres,Costa Rica,Mid Market,Cooperativa Agrícola Sur,4,7152.55,28610.2,8188.08,20422.12,71.38,25873.31,10.58
2025-04-22,TC-2025-10163,Tuesday,Capacitación Tech,Workshop SQL Avanzado,Partner,Camila Jiménez,El Salvador,Enterprise,Aseguradora Continental,4,2000.43,8001.72,2230.8,5770.92,72.12,8500.29,-5.87
2025-04-21,TC-2025-10164,Monday,Análisis Predictivo,Scoring de Crédito,Directo,María Pérez,Costa Rica,SMB,Transporte Rápido,2,18954.01,37908.02,12584.0,25324.02,66.8,32146.71,17.92
2025-04-26,TC-2025-10165,Saturday,Capacitación Tech,Workshop Python Analytics,Directo,Andrés García,Guatemala,SMB,Eventos Premium CO,2,2760.5,5521.0,1431.36,4089.64,74.07,5990.41,-7.84
2025-04-22,TC-2025-10166,Tuesday,Implementación BI,Data Warehouse Setup,Digital,Roberto Morales,El Salvador,Mid Market,Agencia Digital Norte,1,19997.58,19997.58,7235.76,12761.82,63.82,22460.38,-10.97
2025-04-25,TC-2025-10167,Friday,Consultoría de Datos,Arquitectura de Datos,Directo,Sofía Hernández,México,SMB,Restaurantes La Plaza,1,9219.06,9219.06,3850.58,5368.48,58.23,9052.98,1.83
2025-04-26,TC-2025-10168,Saturday,Análisis Predictivo,Forecasting de Ventas ML,Digital,Ana Martínez,Guatemala,Enterprise,Grupo Financiero Pacífico,6,12820.49,76922.94,32391.54,44531.4,57.89,70638.89,8.9
2025-04-27,TC-2025-10169,Sunday,Consultoría de Datos,Data Governance Assessment,Partner,Ana Martínez,Colombia,Gobierno,Banco de Desarrollo CO,2,5802.54,11605.08,4367.34,7237.74,62.37,11385.51,1.93
2025-04-24,TC-2025-10170,Thursday,Implementación BI,Power BI Enterprise,Directo,Andrés García,México,Enterprise,Aseguradora Continental,7,13037.38,91261.66,33567.24,57694.42,63.22,107324.68,-14.97
2025-04-26,TC-2025-10171,Saturday,Soporte & Mantenimiento,Licencias Power BI Pro,Directo,Luis Ramírez,Colombia,Mid Market,Manufactura Tica,2,751.59,1503.18,1324.56,178.62,11.88,1411.54,6.49
2025-04-23,TC-2025-10172,Wednesday,Capacitación Tech,Workshop Python Analytics,Directo,Valentina Torres,Colombia,SMB,Academia Digital SV,1,2500.62,2500.62,701.45,1799.17,71.95,2776.64,-9.94
2025-04-23,TC-2025-10173,Wednesday,Análisis Predictivo,Forecasting de Ventas ML,Directo,María Pérez,Guatemala,Mid Market,Cooperativa Agrícola Sur,1,12939.29,12939.29,5083.15,7856.14,60.72,10776.84,20.07
2025-04-26,TC-2025-10174,Saturday,Análisis Predictivo,Scoring de Crédito,Directo,María Pérez,Guatemala,Mid Market,Clínica Santa Rosa,3,16339.34,49018.02,18342.45,30675.57,62.58,45743.52,7.16
2025-04-27,TC-2025-10175,Sunday,Análisis Predictivo,Scoring de Crédito,Digital,Camila Jiménez,México,Mid Market,Importadora Centroam,2,18291.21,36582.42,13169.34,23413.08,64.0,32298.47,13.26
2025-04-21,TC-2025-10176,Monday,Capacitación Tech,Certificación BI Analista,Partner,Roberto Morales,Colombia,Enterprise,Grupo Financiero Pacífico,8,3341.74,26733.92,7686.72,19047.2,71.25,27881.34,-4.12
2025-04-21,TC-2025-10177,Monday,Consultoría de Datos,Data Quality Framework,Referidos,Roberto Morales,Guatemala,SMB,Eventos Premium CO,2,6511.12,13022.24,3870.94,9151.3,70.27,12083.19,7.77
2025-04-23,TC-2025-10178,Wednesday,Análisis Predictivo,Modelo de Churn Prediction,Partner,Ana Martínez,México,Mid Market,Hotel Cadena Pacífico,1,16556.12,16556.12,5872.67,10683.45,64.53,13349.22,24.02
2025-04-23,TC-2025-10179,Wednesday,Implementación BI,Power BI Enterprise,Partner,Luis Ramírez,El Salvador,SMB,Restaurantes La Plaza,2,11674.93,23349.86,9040.02,14309.84,61.28,26240.21,-11.01
2025-04-21,TC-2025-10180,Monday,Capacitación Tech,Bootcamp Data Science,Directo,Valentina Torres,Costa Rica,Mid Market,Hotel Cadena Pacífico,2,4842.27,9684.54,2634.24,7050.3,72.8,9470.44,2.26
2025-04-24,TC-2025-10181,Thursday,Análisis Predictivo,Detección de Anomalías,Directo,Ana Martínez,Costa Rica,SMB,Transporte Rápido,2,11955.17,23910.34,9255.3,14655.04,61.29,19951.66,19.84
2025-04-25,TC-2025-10182,Friday,Implementación BI,Looker Studio Pro,Directo,Ana Martínez,Colombia,SMB,Tienda Electrónica SV,1,10474.2,10474.2,3909.22,6564.98,62.68,11683.12,-10.35
2025-04-27,TC-2025-10183,Sunday,Implementación BI,Power BI Enterprise,Directo,Camila Jiménez,El Salvador,Mid Market,Agencia Digital Norte,1,11525.51,11525.51,5179.0,6346.51,55.06,12126.68,-4.96
2025-04-23,TC-2025-10184,Wednesday,Soporte & Mantenimiento,Soporte Técnico On-site,Directo,Andrés García,México,SMB,Panadería Industrial GT,1,3291.98,3291.98,983.33,2308.65,70.13,3151.89,4.44
2025-04-24,TC-2025-10185,Thursday,Implementación BI,Data Warehouse Setup,Referidos,Valentina Torres,Colombia,Gobierno,INSAFORP El Salvador,1,21676.21,21676.21,7708.71,13967.5,64.44,24473.03,-11.43
2025-04-24,TC-2025-10186,Thursday,Capacitación Tech,Workshop SQL Avanzado,Digital,Sofía Hernández,Guatemala,Enterprise,Logística Global Pac,3,2042.64,6127.92,1568.34,4559.58,74.41,6527.26,-6.12
2025-04-22,TC-2025-10187,Tuesday,Capacitación Tech,Workshop Power BI Avanzado,Partner,Sofía Hernández,Costa Rica,Mid Market,Hotel Cadena Pacífico,3,2070.2,6210.6,1995.78,4214.82,67.86,6835.22,-9.14
2025-04-25,TC-2025-10188,Friday,Soporte & Mantenimiento,SLA Premium 24/7,Partner,Valentina Torres,Colombia,Enterprise,Supermercados Unidos,2,3997.3,7994.6,2280.26,5714.34,71.48,8086.74,-1.14
2025-04-22,TC-2025-10189,Tuesday,Capacitación Tech,Certificación BI Analista,Directo,María Pérez,El Salvador,Gobierno,Ministerio de Hacienda SV,1,3739.59,3739.59,901.22,2838.37,75.9,4163.4,-10.18
2025-04-23,TC-2025-10190,Wednesday,Análisis Predictivo,Forecasting de Ventas ML,Digital,Diego López,Colombia,Mid Market,Agroexport SA,3,13421.68,40265.04,15684.0,24581.04,61.05,34224.64,17.65
2025-04-22,TC-2025-10191,Tuesday,Implementación BI,Data Warehouse Setup,Referidos,Luis Ramírez,México,SMB,Consultora Local MX,2,18016.72,36033.44,13353.32,22680.12,62.94,41903.86,-14.01
2025-04-22,TC-2025-10192,Tuesday,Capacitación Tech,Workshop Power BI Avanzado,Directo,Valentina Torres,Costa Rica,Mid Market,Manufactura Tica,2,2153.71,4307.42,1275.0,3032.42,70.4,4677.49,-7.91
2025-04-22,TC-2025-10193,Tuesday,Análisis Predictivo,Segmentación de Clientes IA,Directo,Luis Ramírez,Colombia,Gobierno,Dirección General de Aduanas,3,13421.91,40265.73,13069.74,27195.99,67.54,36247.92,11.08
2025-04-27,TC-2025-10194,Sunday,Análisis Predictivo,Detección de Anomalías,Referidos,Carlos Rodríguez,Costa Rica,Mid Market,Distribuidora El Pino,1,11542.75,11542.75,4641.15,6901.6,59.79,9605.87,20.16
2025-04-26,TC-2025-10195,Saturday,Capacitación Tech,Workshop Power BI Avanzado,Directo,Roberto Morales,México,Enterprise,Constructora Progreso,5,1946.38,9731.9,3266.75,6465.15,66.43,9890.56,-1.6
2025-04-21,TC-2025-10196,Monday,Consultoría de Datos,Data Quality Framework,Partner,Valentina Torres,Guatemala,Mid Market,Educativa Futuro,1,6016.43,6016.43,1869.18,4147.25,68.93,5677.53,5.97
2025-04-25,TC-2025-10197,Friday,Implementación BI,Looker Studio Pro,Directo,Valentina Torres,Guatemala,Mid Market,Importadora Centroam,2,12947.77,25895.54,8031.56,17863.98,68.98,29294.59,-11.6
2025-04-26,TC-2025-10198,Saturday,Soporte & Mantenimiento,SLA Premium 24/7,Directo,Ana Martínez,Guatemala,Mid Market,Distribuidora El Pino,2,3166.82,6333.64,2532.6,3801.04,60.01,6291.73,0.67
2025-04-23,TC-2025-10199,Wednesday,Implementación BI,Power BI Enterprise,Referidos,Roberto Morales,Costa Rica,Enterprise,Constructora Progreso,2,14465.6,28931.2,9883.28,19047.92,65.84,30675.33,-5.69
2025-04-22,TC-2025-10200,Tuesday,Análisis Predictivo,Modelo de Churn Prediction,Directo,Diego López,Colombia,Enterprise,Supermercados Unidos,8,16893.11,135144.88,48782.4,86362.48,63.9,125581.32,7.62
2025-04-24,TC-2025-10201,Thursday,Implementación BI,Data Warehouse Setup,Directo,Camila Jiménez,Colombia,Mid Market,Cooperativa Agrícola Sur,2,20667.26,41334.52,14836.18,26498.34,64.11,42358.73,-2.42
2025-04-27,TC-2025-10202,Sunday,Capacitación Tech,Workshop SQL Avanzado,Directo,Andrés García,Guatemala,SMB,PyME Tech,2,2107.22,4214.44,1050.0,3164.44,75.09,4438.02,-5.04
2025-04-26,TC-2025-10203,Saturday,Capacitación Tech,Bootcamp Data Science,Partner,Valentina Torres,Guatemala,Gobierno,Instituto Nacional MX,3,4851.91,14555.73,3781.53,10774.2,74.02,15290.7,-4.81
2025-04-23,TC-2025-10204,Wednesday,Capacitación Tech,Workshop Power BI Avanzado,Directo,Sofía Hernández,El Salvador,SMB,Tienda Electrónica SV,2,2006.32,4012.64,1197.08,2815.56,70.17,4009.84,0.07
2025-04-25,TC-2025-10205,Friday,Implementación BI,Looker Studio Pro,Directo,Camila Jiménez,El Salvador,Mid Market,Agroexport SA,4,10020.87,40083.48,15696.88,24386.6,60.84,44429.9,-9.78
2025-04-22,TC-2025-10206,Tuesday,Análisis Predictivo,Segmentación de Clientes IA,Referidos,Carlos Rodríguez,El Salvador,Mid Market,Agroexport SA,2,13027.14,26054.28,8713.5,17340.78,66.56,21818.24,19.42
2025-04-23,TC-2025-10207,Wednesday,Implementación BI,Tableau Implementation,Directo,Luis Ramírez,Guatemala,Mid Market,Clínica Santa Rosa,3,16518.39,49555.17,17083.17,32472.0,65.53,54419.66,-8.94
2025-04-24,TC-2025-10208,Thursday,Análisis Predictivo,Scoring de Crédito,Directo,Andrés García,Guatemala,Gobierno,Ministerio de Educación GT,2,16699.1,33398.2,12657.9,20740.3,62.1,30545.29,9.34
2025-04-23,TC-2025-10209,Wednesday,Análisis Predictivo,Detección de Anomalías,Directo,Diego López,Guatemala,Gobierno,Dirección General de Aduanas,1,13447.78,13447.78,4729.98,8717.8,64.83,11303.52,18.97
2025-04-23,TC-2025-10210,Wednesday,Capacitación Tech,Bootcamp Data Science,Referidos,María Pérez,Colombia,Mid Market,Hotel Cadena Pacífico,1,5218.29,5218.29,1285.16,3933.13,75.37,5807.7,-10.15
2025-04-27,TC-2025-10211,Sunday,Consultoría de Datos,Data Maturity Assessment,Directo,Diego López,Colombia,Gobierno,Dirección General de Aduanas,2,5082.23,10164.46,2979.4,7185.06,70.69,9935.25,2.31
2025-04-27,TC-2025-10212,Sunday,Capacitación Tech,Bootcamp Data Science,Directo,Sofía Hernández,Guatemala,Enterprise,Farmacéutica Centroam,5,4059.85,20299.25,7279.95,13019.3,64.14,20857.53,-2.68
2025-04-26,TC-2025-10213,Saturday,Implementación BI,Data Warehouse Setup,Referidos,Ana Martínez,Colombia,Mid Market,Cooperativa Agrícola Sur,1,16887.0,16887.0,6909.96,9977.04,59.08,19046.14,-11.34
2025-04-27,TC-2025-10214,Sunday,Consultoría de Datos,Data Maturity Assessment,Directo,Valentina Torres,Costa Rica,SMB,Consultora Local MX,2,4103.03,8206.06,2994.48,5211.58,63.51,7260.24,13.03
2025-04-27,TC-2025-10215,Sunday,Capacitación Tech,Certificación BI Analista,Partner,Valentina Torres,México,Mid Market,Importadora Centroam,2,3147.17,6294.34,1773.94,4520.4,71.82,6078.44,3.55
2025-04-24,TC-2025-10216,Thursday,Implementación BI,Power BI Enterprise,Directo,María Pérez,Costa Rica,Enterprise,Energía Renovable SA,8,11775.75,94206.0,38295.12,55910.88,59.35,103128.24,-8.65
2025-04-27,TC-2025-10217,Sunday,Implementación BI,Dashboard Ejecutivo Custom,Directo,Carlos Rodríguez,Guatemala,SMB,Restaurantes La Plaza,2,9454.64,18909.28,6375.72,12533.56,66.28,19663.5,-3.84
2025-04-22,TC-2025-10218,Tuesday,Soporte & Mantenimiento,SLA Estándar,Partner,Valentina Torres,México,Mid Market,Importadora Centroam,4,1924.07,7696.28,2355.56,5340.72,69.39,7660.18,0.47
2025-04-22,TC-2025-10219,Tuesday,Implementación BI,Data Warehouse Setup,Referidos,Ana Martínez,Guatemala,Mid Market,Agencia Digital Norte,3,20455.41,61366.23,22666.98,38699.25,63.06,62715.63,-2.15
2025-04-25,TC-2025-10220,Friday,Consultoría de Datos,Data Maturity Assessment,Directo,María Pérez,Guatemala,Mid Market,Importadora Centroam,3,4765.91,14297.73,4885.47,9412.26,65.83,13422.93,6.52
2025-04-25,TC-2025-10221,Friday,Implementación BI,Dashboard Ejecutivo Custom,Partner,María Pérez,Colombia,SMB,PyME Tech,1,9518.37,9518.37,3007.34,6511.03,68.4,10022.23,-5.03
2025-04-24,TC-2025-10222,Thursday,Consultoría de Datos,Data Quality Framework,Digital,Sofía Hernández,México,Mid Market,Fintech Innova,4,5427.21,21708.84,7969.12,13739.72,63.29,20722.88,4.76
2025-04-25,TC-2025-10223,Friday,Análisis Predictivo,Forecasting de Ventas ML,Partner,Andrés García,México,Enterprise,Constructora Progreso,2,15385.37,30770.74,11151.86,19618.88,63.76,26691.27,15.28
2025-04-26,TC-2025-10224,Saturday,Consultoría de Datos,Arquitectura de Datos,Referidos,Luis Ramírez,México,Mid Market,Hotel Cadena Pacífico,4,9444.81,37779.24,13438.48,24340.76,64.43,32355.04,16.76
2025-04-26,TC-2025-10225,Saturday,Capacitación Tech,Workshop SQL Avanzado,Directo,Luis Ramírez,El Salvador,Enterprise,Supermercados Unidos,8,1997.6,15980.8,4354.4,11626.4,72.75,15455.47,3.4
2025-04-25,TC-2025-10226,Friday,Consultoría de Datos,Data Maturity Assessment,Digital,Ana Martínez,Guatemala,SMB,Eventos Premium CO,1,5296.2,5296.2,1498.22,3797.98,71.71,5162.87,2.58
2025-04-27,TC-2025-10227,Sunday,Capacitación Tech,Workshop SQL Avanzado,Referidos,Carlos Rodríguez,El Salvador,Enterprise,Constructora Progreso,2,2002.84,4005.68,1034.54,2971.14,74.17,4334.86,-7.59
2025-04-27,TC-2025-10228,Sunday,Análisis Predictivo,Segmentación de Clientes IA,Referidos,Roberto Morales,México,Mid Market,Educativa Futuro,2,13488.71,26977.42,9649.6,17327.82,64.23,23721.64,13.72
2025-04-23,TC-2025-10229,Wednesday,Análisis Predictivo,Detección de Anomalías,Partner,María Pérez,Guatemala,SMB,PyME Tech,1,10587.78,10587.78,4576.07,6011.71,56.78,9076.54,16.65
2025-04-26,TC-2025-10230,Saturday,Consultoría de Datos,Data Quality Framework,Referidos,Diego López,El Salvador,SMB,Servicios Técnicos CR,2,6545.56,13091.12,4063.16,9027.96,68.96,12463.2,5.04
2025-04-24,TC-2025-10231,Thursday,Análisis Predictivo,Detección de Anomalías,Partner,Carlos Rodríguez,México,Mid Market,Clínica Santa Rosa,3,12516.73,37550.19,13996.89,23553.3,62.72,32415.65,15.84
2025-04-27,TC-2025-10232,Sunday,Análisis Predictivo,Detección de Anomalías,Directo,Luis Ramírez,Colombia,SMB,Consultora Local MX,1,12865.09,12865.09,4327.99,8537.1,66.36,12024.95,6.99
2025-04-25,TC-2025-10233,Friday,Soporte & Mantenimiento,Licencias Power BI Pro,Directo,Roberto Morales,Colombia,Mid Market,Educativa Futuro,4,949.02,3796.08,2891.52,904.56,23.83,3840.16,-1.15
2025-04-24,TC-2025-10234,Thursday,Consultoría de Datos,Arquitectura de Datos,Directo,Luis Ramírez,Costa Rica,Enterprise,Banco Central LATAM,3,10844.12,32532.36,11507.46,21024.9,64.63,31964.36,1.78
2025-04-24,TC-2025-10235,Thursday,Implementación BI,Looker Studio Pro,Directo,Sofía Hernández,Guatemala,Enterprise,Banco Central LATAM,7,10688.18,74817.26,30338.14,44479.12,59.45,78719.52,-4.96
2025-04-26,TC-2025-10236,Saturday,Análisis Predictivo,Modelo de Churn Prediction,Directo,Diego López,México,Enterprise,Logística Global Pac,5,13241.79,66208.95,29907.55,36301.4,54.83,60494.11,9.45
2025-04-21,TC-2025-10237,Monday,Soporte & Mantenimiento,Licencias Power BI Pro,Digital,Carlos Rodríguez,México,Enterprise,Grupo Financiero Pacífico,4,841.73,3366.92,2632.64,734.28,21.81,3207.52,4.97
2025-04-25,TC-2025-10238,Friday,Capacitación Tech,Workshop Python Analytics,Partner,Roberto Morales,México,Enterprise,Banco Central LATAM,7,2323.09,16261.63,5124.98,11136.65,68.48,15994.89,1.67
2025-04-27,TC-2025-10239,Sunday,Capacitación Tech,Bootcamp Data Science,Partner,Carlos Rodríguez,Guatemala,Enterprise,Telecomunicaciones del Sur,2,4755.92,9511.84,2649.9,6861.94,72.14,10532.84,-9.69
2025-04-26,TC-2025-10240,Saturday,Implementación BI,Tableau Implementation,Directo,Roberto Morales,México,Enterprise,Supermercados Unidos,6,13709.76,82258.56,35329.98,46928.58,57.05,83550.46,-1.55
2025-04-26,TC-2025-10241,Saturday,Soporte & Mantenimiento,Dashboard Maintenance,Directo,Valentina Torres,México,Enterprise,Aseguradora Continental,2,1672.71,3345.42,1067.94,2277.48,68.08,3112.52,7.48
2025-04-23,TC-2025-10242,Wednesday,Implementación BI,Tableau Implementation,Partner,Ana Martínez,México,Mid Market,Cooperativa Agrícola Sur,2,14143.93,28287.86,11596.6,16691.26,59.01,30691.96,-7.83
2025-04-21,TC-2025-10243,Monday,Análisis Predictivo,Forecasting de Ventas ML,Digital,Ana Martínez,Costa Rica,SMB,PyME Tech,1,12941.85,12941.85,4817.14,8124.71,62.78,10462.36,23.7
2025-04-21,TC-2025-10244,Monday,Capacitación Tech,Certificación BI Analista,Directo,Valentina Torres,Colombia,SMB,Tienda Electrónica SV,1,3082.37,3082.37,930.8,2151.57,69.8,3183.45,-3.18
2025-04-26,TC-2025-10245,Saturday,Implementación BI,Tableau Implementation,Partner,Carlos Rodríguez,Guatemala,Mid Market,Manufactura Tica,4,15605.62,62422.48,23219.56,39202.92,62.8,63743.98,-2.07
2025-04-21,TC-2025-10246,Monday,Consultoría de Datos,Arquitectura de Datos,Directo,Sofía Hernández,México,Enterprise,Grupo Financiero Pacífico,7,8474.7,59322.9,23229.78,36093.12,60.84,54897.09,8.06
2025-04-26,TC-2025-10247,Saturday,Implementación BI,Data Warehouse Setup,Digital,Sofía Hernández,Colombia,Enterprise,Aseguradora Continental,2,20561.44,41122.88,13315.64,27807.24,67.62,47410.49,-13.26
2025-04-25,TC-2025-10248,Friday,Implementación BI,Power BI Enterprise,Directo,Luis Ramírez,Costa Rica,Mid Market,Importadora Centroam,3,11207.9,33623.7,15227.97,18395.73,54.71,34979.77,-3.88
2025-04-21,TC-2025-10249,Monday,Consultoría de Datos,Data Strategy & Roadmap,Referidos,Camila Jiménez,México,Enterprise,Banco Central LATAM,8,9680.47,77443.76,24553.68,52890.08,68.29,71383.24,8.49
